id,thumb_url
41,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=41
42,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=42
43,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=43
44,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=44
45,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=45
46,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=46
47,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=47
48,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=48
49,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=49
50,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=50
