id,thumb_url
528,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=528
529,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=529
530,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=530
531,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=531
532,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=532
533,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=533
534,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=534
535,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=535
536,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=536
537,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=537
