id,thumb_url
151,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=151
152,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=152
153,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=153
154,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=154
155,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=155
156,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=156
157,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=157
158,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=158
159,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=159
160,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=160
