id,thumb_url
628,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=628
629,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=629
630,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=630
631,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=631
632,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=632
633,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=633
634,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=634
635,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=635
636,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=636
637,http://image.oml.city.osaka.lg.jp/archive/get-thumbnail?data_no=637
